c0,c1,c2,c3,c4
-0.8673368486767113,-0.6094406474507846,0.3560084889199456,0.2295206916787527,-1.1862315071852638
-1.4344008521124565,0.7121418834000615,-0.49230196532967385,-0.49193258173371784,0.07809273953332031
1.741692436896262,0.21352752592326765,-0.8305081324065692,1.3506845833744607,1.4077054010957297
-0.6600243172787428,-0.21903499806873286,-0.22658668086208986,0.4066912451772662,1.0775703586349439
-1.6320978186815287,0.029562308355389744,1.872350707464725,1.655630762479243,0.230824681260559
0.4168213497956886,-0.7551790782834956,0.7284807460186782,1.176167266274502,-0.10255099849731905
0.7579480437071433,-1.2665919733378395,-0.13537838647779343,-1.1205886935348013,-1.5069480258932797
-0.9525823688971006,0.3888210345629102,-0.5120426027745744,1.4069483585439309,0.28366611604312525
0.2600985798898327,-1.647246906852071,-0.3275255059547089,0.8030066434643074,-0.7994682028797536
1.4952303995312073,0.33135139974952554,-0.032240410065194,0.06477531876034655,1.8004627836058094
1.3950171823245316,-0.7580325867053267,1.3394872228604642,1.6873646317098998,-1.2544411989797746
-0.3172129363749851,1.3803859441082336,-0.993768186634896,0.448695800182501,0.34922218541829353
-3.1061879235158183,-0.0829966842892549,0.23387397287708858,1.0205869646227288,-0.2649232369980332
-0.49832673183866644,-0.5886514167220299,0.9907090093632241,0.23944445352619861,-0.7064068481211659
0.8188728148794961,0.6524692158000563,1.8192249439923573,1.0677529353201138,-1.7144301665241892
0.8813645400718219,0.38874886104877676,0.900907902311121,0.22135529835741277,-0.283512617595734
0.825114867132743,-0.12777705096344552,-0.9858855952326837,1.7013710993857516,1.8419515771566553
1.965478484402541,-1.0619016242706656,0.6323797583084413,1.7015157718489933,-0.7670175444204423
-0.4039745218594595,0.7398422521002328,-0.8975918007667545,-2.494449864098011,-0.08107431170935658
-0.42715834796975766,-0.14300762386184937,0.11416046195306914,-0.5770525363827097,-0.9268742187571939
0.01611710851525544,-0.32487242440686814,1.0792021604390363,0.6609448089355583,1.6289840126400534
0.5178997325667536,0.13978690948409642,-1.6762695097200642,1.24124072040482,1.8624563003593082
0.05469871767062287,-0.8609061529561217,-1.2048652561273998,0.6239495374279805,0.6157928440516911
-1.3597015968652073,-0.9408998072789526,-0.37837929433512457,-1.1022216082982257,-0.7589556664670629
-0.546766343009435,1.0985537469757982,2.113052828233796,1.505101529700494,0.19438800250421245
-0.44503792372004225,-1.8709648702389308,0.6726859963402062,-2.223366673590159,1.0721304423098985
-0.1380614627309168,0.3930456781345915,-0.26560091456076185,0.9411447329563428,0.7336363115513405
-0.4501818812543419,-0.661765777841271,-0.08104853431026271,0.00451538165742273,-0.0691053043658616
-1.7502326539972035,-0.2542928762203191,0.3601004550725049,-2.2681256932671983,-0.9397331078903844
-0.24988846332697467,0.2720284998576228,0.006547968651640976,1.0958001687928938,0.80760234112858
-1.8448707233912993,-1.5277175254015782,-0.27290550000159497,-0.8764807676948388,-0.4711330946053188
-1.010669192236666,0.287957638344948,1.0077737799188526,-0.5581992142619835,0.4142659442848523
-0.6056785464166387,0.03559183481187506,1.199274659667613,0.8272924135290242,-2.209123688275867
0.7210197164479536,-0.332113517050164,1.4356853688721973,-0.4459414687564854,1.1537896264146887
1.0133435325391535,0.7808602714155455,1.7646273810412496,0.8996003274880059,-0.2505308282208361
1.9068583351645998,-0.43509671212884543,-1.198603661198353,-0.9328171090283067,-0.146760576110508
1.421678520608683,-0.9027208567698796,-0.5108269162847715,-1.0501212821937886,1.210611268076026
-0.419300583668742,1.3121567526401967,-0.6417443630103408,1.3746321907130485,-0.11169139583996844
0.6431823119244844,-0.2833080967140409,-0.8839861163212962,-1.8252324536210656,-0.2105582389853703
0.501855116693874,0.045050238863403855,-0.9633580960301551,-1.6118756201351756,-1.1700891138867744
0.5677850687286329,0.811030133937532,-0.7091640408687795,1.7603610112917683,-0.6465955432073894
-0.8595878423179659,1.8025535995829598,-0.5807033229957577,0.1517856742050426,0.5239667678785785
-1.9783141734387457,-3.0912635094502834,0.9065037694839609,-1.9250379018504344,-0.2092516747120391
-1.3456290100016068,1.2039362133037892,-0.6793186631116659,-0.6381748286869582,1.6138320081465807
-0.20676580059640956,0.9920124046522388,-2.0654928419591325,0.0736588052187024,0.8542439966452168
-0.6211854234593944,-0.4191318996889235,-0.5160727943809822,-0.3542721410364298,1.813630585426328
0.47506642873229665,1.233767685586319,-1.6214649599626547,-0.08951099048706979,-0.19620667791727286
-2.2864714775140205,0.47470109379395004,0.9243198084423861,0.6898587322936195,-0.6965719713368587
-2.7206826299784868,-0.5859704070218014,-1.1208344692302132,2.227481642737698,-0.08175018434293775
-0.6664409917618528,-1.7069992312557511,0.7073843018168207,-0.4908988128514984,-0.05486238723040384
-1.8306667257415299,0.9019390379687757,2.6327210468829456,-0.9648822868580842,1.287808010377884
-0.7293904967505764,0.8142222812354178,1.9644621977240762,-0.2900244676571362,-0.4043879182583573
1.2959150690470542,-0.15495277007092298,-0.5399422329516982,-1.2362406708879121,-0.7821460665603459
-1.1094281153702892,0.29082186601698085,1.4388607375380387,-0.44769810523100345,-1.5029998002249014
-0.3483743050122192,-0.9190833305534992,0.8184177146991133,0.5763873295516626,0.06323642121836755
0.19371177021782804,-1.7161417553771376,1.3120135107451936,0.12752936537465062,-0.5755677515449593
0.6971685460668656,-0.7594306592116996,0.17382911345137622,0.7492153404317224,1.4141853211260993
-0.8555809045668168,0.48833756826835595,-0.9425128186632665,-1.2984604900604584,0.2184910534246305
0.26632202907971736,1.7866379292602637,-0.9631143086820717,1.263671041018863,0.4684004412966958
1.3144967966615742,-0.8644070767106516,-0.6427844880653936,-1.0696641154784092,-1.114586687982997
0.7103968994082273,1.776677047031388,1.1661326571302648,-0.6500568472872467,1.0768029148798997
1.6079449460466793,-2.1527514594719124,1.031897219716608,0.42291441227021925,0.0787071166932024
-2.1765479431919217,2.1100224474076787,0.45797640039233084,-1.5537320440239606,0.5037493648724687
-0.941682347454783,1.382276369521949,2.8866036393959287,1.4231589967738165,-1.4296045733752092
0.3236692873161784,1.2129922715608665,0.2602418109495236,0.35678579669771077,-0.7698011028215421
0.9601324136727367,-0.46353062850417265,-1.1084696630158817,0.9871406288415324,1.0958913921128677
0.3451344020795771,0.2731392494272506,-1.7543078787426658,0.7293480710473453,0.7132381399350574
